Data Series Information
Name:;;;20230824_CNF_P40 2
Sample:;;;1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 11:12 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;26

Time Setting:;;;26 Meas. Pts.
;;;Meas. Pt. Duration 10 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
19;3.05;0.0409;0.0134;1.02;1.34;Dy_auto
20;4.76;0.0621;0.0131;1.59;2.04;Dy_auto
21;7.43;0.0841;0.0113;2.48;2.76;Dy_auto
22;11.6;0.121;0.0104;3.87;3.97;Dy_auto
23;18.1;0.171;0.00942;6.05;5.59;Dy_auto
24;28.3;0.238;0.00841;9.44;7.8;Dy_auto
25;44.2;0.329;0.00744;14.7;10.8;Dy_auto
26;69;0.451;0.00654;23;14.8;Dy_auto
27;108;0.613;0.00569;35.9;20.1;Dy_auto
28;168;0.827;0.00492;56.1;27.1;Dy_auto
29;263;1.25;0.00475;87.6;40.9;Dy_auto
30;410;2;0.00487;137;65.4;Dy_auto
31;640;3.05;0.00477;214;100;Dy_auto
32;1000;4.69;0.00469;334;154;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40 4
Sample:;;;1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 11:31 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;36

Time Setting:;;;36 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.0001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.0000997;0.00503;50.4;0.0000333;0.165;Dy_auto
2;0.000134;0.00517;38.4;0.0000448;0.169;Dy_auto
3;0.000245;0.00514;20.9;0.0000819;0.168;Dy_auto
4;0.000396;0.00501;12.6;0.000132;0.164;Dy_auto
5;0.000648;0.00501;7.74;0.000216;0.164;Dy_auto
6;0.000997;0.00511;5.13;0.000333;0.167;Dy_auto
7;0.00158;0.00513;3.24;0.000528;0.168;Dy_auto
8;0.00252;0.00521;2.07;0.000841;0.171;Dy_auto
9;0.00398;0.00525;1.32;0.00133;0.172;Dy_auto
10;0.00631;0.00543;0.862;0.00211;0.178;Dy_auto
11;0.00999;0.00565;0.565;0.00333;0.185;Dy_auto
12;0.0159;0.00558;0.352;0.00529;0.183;Dy_auto
13;0.0251;0.00559;0.223;0.00838;0.183;Dy_auto
14;0.0398;0.00599;0.15;0.0133;0.196;Dy_auto
15;0.0631;0.00596;0.0944;0.0211;0.195;Dy_auto
16;0.1;0.0065;0.065;0.0334;0.213;Dy_auto
17;0.158;0.00757;0.0478;0.0529;0.248;Dy_auto
18;0.251;0.00952;0.0379;0.0838;0.312;Dy_auto
19;0.398;0.0114;0.0286;0.133;0.373;Dy_auto
20;0.631;0.0146;0.0231;0.211;0.478;Dy_auto
21;1;0.0183;0.0183;0.334;0.599;Dy_auto
22;1.58;0.0254;0.016;0.529;0.832;Dy_auto
23;2.51;0.0339;0.0135;0.838;1.11;Dy_auto
24;3.98;0.051;0.0128;1.33;1.67;Dy_auto
25;6.31;0.0751;0.0119;2.11;2.46;Dy_auto
26;10;0.108;0.0108;3.34;3.55;Dy_auto
27;15.8;0.153;0.00964;5.29;5.01;Dy_auto
28;25.1;0.215;0.00857;8.38;7.05;Dy_auto
29;39.8;0.301;0.00756;13.3;9.86;Dy_auto
30;63.1;0.417;0.00661;21.1;13.7;Dy_auto
31;100;0.574;0.00574;33.4;18.8;Dy_auto
32;158;0.784;0.00495;52.9;25.7;Dy_auto
33;251;1.18;0.00468;83.8;38.5;Dy_auto
34;398;1.92;0.00483;133;63;Dy_auto
35;631;2.99;0.00474;211;98;Dy_auto
36;1000;4.66;0.00466;334;153;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40 5
Sample:;;;1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 11:41 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 10 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.000996;0.00481;4.84;0.000332;0.158;Dy_auto
2;0.00159;0.00465;2.93;0.000529;0.152;Dy_auto
3;0.00251;0.00468;1.86;0.000838;0.153;Dy_auto
4;0.00398;0.00469;1.18;0.00133;0.154;Dy_auto
5;0.00632;0.00483;0.765;0.00211;0.158;Dy_auto
6;0.01;0.005;0.5;0.00334;0.164;Dy_auto
7;0.0158;0.00516;0.326;0.00529;0.169;Dy_auto
8;0.0251;0.00535;0.213;0.00838;0.175;Dy_auto
9;0.0399;0.00541;0.136;0.0133;0.177;Dy_auto
10;0.0631;0.00593;0.094;0.0211;0.194;Dy_auto
11;0.1;0.00652;0.0652;0.0334;0.214;Dy_auto
12;0.158;0.00757;0.0477;0.0529;0.248;Dy_auto
13;0.251;0.00812;0.0323;0.0838;0.266;Dy_auto
14;0.398;0.0092;0.0231;0.133;0.302;Dy_auto
15;0.631;0.0122;0.0193;0.211;0.398;Dy_auto
16;1;0.016;0.016;0.334;0.525;Dy_auto
17;1.58;0.0228;0.0144;0.529;0.747;Dy_auto
18;2.51;0.0347;0.0138;0.838;1.14;Dy_auto
19;3.98;0.0513;0.0129;1.33;1.68;Dy_auto
20;6.31;0.0744;0.0118;2.11;2.44;Dy_auto
21;10;0.104;0.0104;3.34;3.42;Dy_auto
22;15.8;0.15;0.00947;5.29;4.92;Dy_auto
23;25.1;0.212;0.00844;8.38;6.94;Dy_auto
24;39.8;0.298;0.00747;13.3;9.75;Dy_auto
25;63.1;0.413;0.00654;21.1;13.5;Dy_auto
26;100;0.567;0.00567;33.4;18.6;Dy_auto
27;158;0.775;0.00489;52.9;25.4;Dy_auto
28;251;1.17;0.00464;83.8;38.2;Dy_auto
29;398;1.91;0.00479;133;62.5;Dy_auto
30;631;2.97;0.00471;211;97.3;Dy_auto
31;1000;4.63;0.00463;334;152;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40_1 1
Sample:;;;1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 11:58 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;2

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 10 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.00102;-0.00157;-1.54;0.00034;-0.0513;Dy_auto
2;-0.00853;0.0911;-10.7;-0.00285;2.99;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40_1 2
Sample:;;;1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 11:59 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 10 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.000991;0.00197;1.99;0.000331;0.0647;Dy_auto
2;0.00157;0.00199;1.27;0.000524;0.065;Dy_auto
3;0.00253;0.00189;0.746;0.000844;0.0618;Dy_auto
4;0.00398;0.00179;0.449;0.00133;0.0586;Dy_auto
5;0.00631;0.00175;0.278;0.00211;0.0575;Dy_auto
6;0.00999;0.00178;0.178;0.00333;0.0582;Dy_auto
7;0.0158;0.00164;0.103;0.00529;0.0537;Dy_auto
8;0.0251;0.0013;0.0517;0.00839;0.0425;Dy_auto
9;0.0398;0.00164;0.0412;0.0133;0.0537;Dy_auto
10;0.063;0.00158;0.025;0.021;0.0516;Dy_auto
11;0.1;0.00105;0.0105;0.0334;0.0346;Dy_auto
12;0.158;0.00124;0.00781;0.0529;0.0406;Dy_auto
13;0.251;0.00292;0.0116;0.0838;0.0956;Dy_auto
14;0.398;0.00548;0.0138;0.133;0.18;Dy_auto
15;0.631;0.00929;0.0147;0.211;0.304;Dy_auto
16;1;0.013;0.013;0.334;0.426;Dy_auto
17;1.58;0.0194;0.0123;0.529;0.637;Dy_auto
18;2.51;0.0313;0.0124;0.838;1.02;Dy_auto
19;3.98;0.0462;0.0116;1.33;1.51;Dy_auto
20;6.31;0.0683;0.0108;2.11;2.24;Dy_auto
21;10;0.105;0.0105;3.34;3.45;Dy_auto
22;15.8;0.155;0.00981;5.29;5.09;Dy_auto
23;25.1;0.228;0.00906;8.38;7.46;Dy_auto
24;39.8;0.331;0.00832;13.3;10.8;Dy_auto
25;63.1;0.479;0.0076;21.1;15.7;Dy_auto
26;100;0.692;0.00692;33.4;22.7;Dy_auto
27;158;0.996;0.00628;52.9;32.6;Dy_auto
28;251;1.43;0.00569;83.8;46.8;Dy_auto
29;398;2.05;0.00516;133;67.3;Dy_auto
30;631;2.98;0.00472;211;97.7;Dy_auto
31;1000;4.43;0.00443;334;145;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40_1 3
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 12:05 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;7

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 10 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.00102;-0.000807;-0.789;0.000342;-0.0265;Dy_auto
2;0.00158;-0.000745;-0.471;0.000528;-0.0244;Dy_auto
3;0.00251;-0.000792;-0.316;0.000837;-0.0259;Dy_auto
4;0.00398;-0.000745;-0.187;0.00133;-0.0244;Dy_auto
5;0.0064;-0.000859;-0.134;0.00213;-0.0282;Dy_auto
6;0.01;-0.000508;-0.0508;0.00334;-0.0166;Dy_auto
7;0.0159;-0.000867;-0.0546;0.00529;-0.0284;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40_1 4
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 12:08 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 10 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.00101;0.000738;0.734;0.000335;0.0242;Dy_auto
2;0.00162;0.000733;0.452;0.00054;0.024;Dy_auto
3;0.00251;0.000875;0.349;0.000838;0.0287;Dy_auto
4;0.00398;0.0008;0.201;0.00133;0.0262;Dy_auto
5;0.00631;0.000856;0.136;0.0021;0.0281;Dy_auto
6;0.00998;0.000994;0.0996;0.00333;0.0326;Dy_auto
7;0.0159;0.000976;0.0615;0.00529;0.032;Dy_auto
8;0.0251;0.00124;0.0493;0.00838;0.0406;Dy_auto
9;0.0398;0.00134;0.0337;0.0133;0.0439;Dy_auto
10;0.0631;0.0014;0.0222;0.0211;0.046;Dy_auto
11;0.1;0.00185;0.0185;0.0334;0.0607;Dy_auto
12;0.158;0.00335;0.0211;0.0529;0.11;Dy_auto
13;0.251;0.00437;0.0174;0.0838;0.143;Dy_auto
14;0.398;0.0054;0.0136;0.133;0.177;Dy_auto
15;0.631;0.0083;0.0132;0.211;0.272;Dy_auto
16;1;0.0127;0.0127;0.334;0.415;Dy_auto
17;1.58;0.0207;0.0131;0.529;0.679;Dy_auto
18;2.51;0.03;0.0119;0.838;0.982;Dy_auto
19;3.98;0.0452;0.0114;1.33;1.48;Dy_auto
20;6.31;0.0689;0.0109;2.11;2.26;Dy_auto
21;10;0.104;0.0104;3.34;3.42;Dy_auto
22;15.8;0.154;0.00973;5.29;5.05;Dy_auto
23;25.1;0.226;0.00901;8.38;7.41;Dy_auto
24;39.8;0.329;0.00827;13.3;10.8;Dy_auto
25;63.1;0.477;0.00756;21.1;15.6;Dy_auto
26;100;0.688;0.00688;33.4;22.5;Dy_auto
27;158;0.99;0.00625;52.9;32.4;Dy_auto
28;251;1.42;0.00565;83.8;46.5;Dy_auto
29;398;2.04;0.00513;133;66.9;Dy_auto
30;631;2.96;0.00469;211;97;Dy_auto
31;1000;4.39;0.00439;334;144;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40_1 5
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 12:15 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;0.00043;0.43;0.000334;0.0141;Dy_auto
2;0.00159;0.000444;0.28;0.00053;0.0145;Dy_auto
3;0.00251;0.000446;0.177;0.000838;0.0146;Dy_auto
4;0.00398;0.00042;0.106;0.00133;0.0138;Dy_auto
5;0.00632;0.000381;0.0603;0.00211;0.0125;Dy_auto
6;0.01;0.000453;0.0453;0.00334;0.0149;Dy_auto
7;0.0158;0.000461;0.0291;0.00529;0.0151;Dy_auto
8;0.0251;0.000737;0.0293;0.00838;0.0241;Dy_auto
9;0.0398;0.000763;0.0192;0.0133;0.025;Dy_auto
10;0.0631;0.00123;0.0194;0.0211;0.0402;Dy_auto
11;0.1;0.00173;0.0173;0.0334;0.0565;Dy_auto
12;0.158;0.00238;0.015;0.0529;0.0779;Dy_auto
13;0.251;0.00353;0.0141;0.0838;0.116;Dy_auto
14;0.398;0.00524;0.0132;0.133;0.172;Dy_auto
15;0.631;0.00917;0.0145;0.211;0.3;Dy_auto
16;1;0.0134;0.0134;0.334;0.438;Dy_auto
17;1.58;0.0196;0.0124;0.529;0.644;Dy_auto
18;2.51;0.0293;0.0117;0.838;0.961;Dy_auto
19;3.98;0.0449;0.0113;1.33;1.47;Dy_auto
20;6.31;0.0691;0.011;2.11;2.26;Dy_auto
21;10;0.103;0.0103;3.34;3.38;Dy_auto
22;15.8;0.153;0.00964;5.29;5.01;Dy_auto
23;25.1;0.224;0.00893;8.38;7.35;Dy_auto
24;39.8;0.327;0.00821;13.3;10.7;Dy_auto
25;63.1;0.473;0.0075;21.1;15.5;Dy_auto
26;100;0.682;0.00682;33.4;22.4;Dy_auto
27;158;0.982;0.00619;52.9;32.2;Dy_auto
28;251;1.41;0.00561;83.8;46.2;Dy_auto
29;398;2.03;0.00509;133;66.4;Dy_auto
30;631;2.93;0.00465;211;96.1;Dy_auto
31;1000;4.37;0.00437;334;143;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40_1 6
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 12:25 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;1

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.000998;-0.000653;-0.654;0.000333;-0.0214;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40_1 7
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 12:26 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;12

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;0.0000229;0.0228;0.000335;0.000749;M- ,Dy_
2;0.00159;0.00000173;0.00109;0.000532;0.0000567;M- ,Dy_
3;0.00251;-0.000131;-0.052;0.000838;-0.00428;M- ,Dy_
4;0.00398;-0.000289;-0.0726;0.00133;-0.00947;M- ,Dy_
5;0.00632;-0.000452;-0.0716;0.00211;-0.0148;Dy_auto
6;0.01;0.000351;0.0351;0.00334;0.0115;Dy_auto
7;0.0159;0.000248;0.0156;0.00529;0.00812;M- ,Dy_
8;0.0251;0.000388;0.0154;0.00838;0.0127;Dy_auto
9;0.0398;0.00034;0.00853;0.0133;0.0111;Dy_auto
10;0.0631;0.000196;0.0031;0.0211;0.00642;M- ,Dy_
11;0.1;0.00112;0.0112;0.0334;0.0368;Dy_auto
12;0.158;0.00169;0.0107;0.0529;0.0554;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40_1 8
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 12:31 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;1

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.000994;-0.000684;-0.688;0.000332;-0.0224;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40_2 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 12:35 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;3

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;-0.000732;-0.73;0.000335;-0.024;Dy_auto
2;0.00158;-0.000562;-0.355;0.000528;-0.0184;Dy_auto
3;0.00252;-0.000264;-0.105;0.000841;-0.00865;M- ,Dy_

Data Series Information
Name:;;;20230824_CNF_P40_2 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 12:36 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;2

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.000999;-0.000245;-0.245;0.000333;-0.00803;M- ,Dy_
2;0.0016;-0.000179;-0.112;0.000532;-0.00588;M- ,Dy_

Data Series Information
Name:;;;20230824_CNF_P40_2 3
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 12:38 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;0.00104;1.04;0.000334;0.0341;Dy_auto
2;0.00159;0.00117;0.737;0.000531;0.0384;Dy_auto
3;0.00251;0.00126;0.504;0.000838;0.0414;Dy_auto
4;0.00398;0.00152;0.382;0.00133;0.0499;Dy_auto
5;0.00631;0.00193;0.306;0.0021;0.0632;Dy_auto
6;0.01;0.000849;0.0849;0.00334;0.0278;Dy_auto
